"species","COUNT(sourceID)"
"Talisia clathrata",12
"Talisia cupularis",12
"Ternstroemia klugiana",12
"Trichilia euneura",12
"Virola decorticans",12
"Virola minutiflora",12
"Vochysia lanceolata",12
"Xylopia parviflora",12
"Xylosma intermedia",12
"Zygia juruana",12
"Aniba parviflora",13
"Caryocar brasiliense",13
"Cochlospermum orinocense",13
"Connarus suberosus",13
"Psidium salutare",13
"Salacia impressifolia",13
"Talisia firma",13
"Talisia hexaphylla",13
"Vitex pseudolea",13
"Xylopia aromatica",13
"Zanthoxylum setulosum",13
"Aegiphila integrifolia",14
"Allophylus punctatus",14
"Aniba coto",14
"Annona impressivenia",14
"Aspidosperma carapanauba",14
"Bixa orellana",14
"Calyptranthes pulchella",14
"Cariniana micrantha",14
"Clethra revoluta",14
"Couepia obovata",14
"Coussarea ampla",14
"Crepidospermum rhoifolium",14
"Dendropanax umbellatus",14
"Dichapetalum rugosum",14
"Duguetia paraensis",14
"Eugenia omissa",14
"Guapira myrtiflora",14
"Lafoensia vandelliana",14
"Lecythis lurida",14
"Leptothyrsa sprucei",14
"Licania klugii",14
"Licania longipedicellata",14
"Mabea elata",14
"Miconia lepidota",14
"Miconia prasina",14
"Micropholis acutangula",14
"Micropholis gnaphaloclados",14
"Moronobea coccinea",14
"Mosannona parva",14
"Myrcia minutiflora",14
"Piper obtusilimbum",14
"Pouteria multiflora",14
"Prunus vana",14
"Pseudobombax marginatum",14
"Rhigospira quadrangularis",14
"Rhodostemonodaphne negrensis",14
"Rhodostemonodaphne recurva",14
"Senna silvestris",14
"Siparuna cervicornis",14
"Sloanea pubescens",14
"Vismia sandwithii",14
"Vochysia lehmannii",14
"Diptychandra aurantiaca",15
"Eugenia biflora",15
"Guatteria blepharophylla",15
"Luehea cymulosa",15
"Ochthocosmus barrae",15
"Ouratea boliviana",15
"Pleurothyrium cuneifolium",15
"Sapindus saponaria",15
"Unonopsis guatterioides",15
"Zanthoxylum acuminatum",15
"Alchornea grandiflora",16
"Alibertia claviflora",16
"Allantoma pluriflora",16
"Alseis microcarpa",16
"Aniba perutilis",16
"Banara guianensis",16
"Batesia floribunda",16
"Calyptranthes bipennis",16
"Carapa procera",16
"Caryodendron orinocense",16
"Coccoloba lehmannii",16
"Connarus ruber",16
"Cordia ripicola",16
"Cordia ulei",16
"Couratari oligantha",16
"Diplotropis martiusii",16
"Duguetia trunciflora",16
"Duroia saccifera",16
"Endlicheria williamsii",16
"Eperua falcata",16
"Erythroxylum shatona",16
"Erythroxylum subracemosum",16
"Eschweilera decolorans",16
"Ferdinandusa guainiae",16
"Ficus calyptroceras",16
"Ficus schippii",16
"Ficus sphenophylla",16
"Grias peruviana",16
"Guatteria decurrens",16
"Hirtella glandulosa",16
"Hymenaea reticulata",16
"Inga adenophylla",16
"Inga tarapotensis",16
"Jacaranda rufa",16
"Leonia crassa",16
"Licania reticulata",16
"Magnolia amazonica",16
"Mayna odorata",16
"Maytenus ebenifolia",16
"Micropholis mensalis",16
"Mouriri myrtifolia",16
"Ocotea amazonica",16
"Ocotea minutiflora",16
"Ophiocaryon manausense",16
"Ormosia coccinea",16
"Palicourea mansoana",16
"Palicourea quadrifolia",16
"Parkia ulei",16
"Piptadenia anolidurus",16
"Quiina obovata",16
"Quiina pteridophylla",16
"Quiina rhytidopus",16
"Senna multijuga",16
"Simira cordifolia",16
"Siparuna pachyantha",16
"Swartzia amplifolia",16
"Swartzia laxiflora",16
"Talisia hemidasya",16
"Tovomita stigmatosa",16
"Trichilia hirta",16
"Urera capitata",16
"Warszewiczia elata",16
"Anomospermum grandifolium",17
"Heisteria concinna",17
"Inga lallensis",17
"Nectandra membranacea",17
"Picramnia latifolia",17
"Qualea grandiflora",17
"Sorocea muriculata",17
"Strychnos tarapotensis",17
"Aspidosperma verruculosum",18
"Bactris maraja",18
"Capparidastrum sprucei",18
"Casearia commersoniana",18
"Connarus perrottetii",18
"Couratari macrosperma",18
"Endlicheria krukovii",18
"Faramea anisocalyx",18
"Gloeospermum equatoriense",18
"Licania discolor",18
"Miconia eriodonta",18
"Myrsine coriacea",18
"Nectandra cissiflora",18
"Ocotea puberula",18
"Palicourea lasiantha",18
"Podocarpus oleifolius",18
"Pouteria tarapotensis",18
"Protium pilosissimum",18
"Protium robustum",18
"Psychotria remota",18
"Sacoglottis ceratocarpa",18
"Simaba paraensis",18
"Sloanea brevipes",18
"Sloanea robusta",18
"Zanthoxylum ekmanii",18
"Zanthoxylum riedelianum",18
"Ficus mathewsii",19
"Protium occultum",19
"Rauvolfia praecox",19
"Xylopia cuspidata",19
"Abarema cochleata",20
"Abarema floribunda",20
"Albizia niopoides",20
"Anacardium parvifolium",20
"Anaxagorea dolichocarpa",20
"Andira macrothyrsa",20
"Aniba ferrea",20
"Blepharocalyx eggersii",20
"Byrsonima incarnata",20
"Caraipa grandifolia",20
"Caryocar villosum",20
"Cecropia angustifolia",20
"Chrysophyllum ucuquirana-branca",20
"Conceveiba terminalis",20
"Conchocarpus toxicarius",20
"Couratari atrovinosa",20
"Coussapoa orthoneura",20
"Croton draconoides",20
"Curatella americana",20
"Diclinanona calycina",20
"Dipteryx polyphylla",20
"Duguetia chrysea",20
"Dulacia guianensis",20
"Duroia duckei",20
"Elizabetha speciosa",20
"Endlicheria tessmannii",20
"Enterolobium contortisiliquum",20
"Enterolobium maximum",20
"Erythroxylum spruceanum",20
"Eschweilera rhododendrifolia",20
"Eugenia cucullata",20
"Eugenia cuspidifolia",20
"Eumachia podocephala",20
"Faramea corymbosa",20
"Ferdinandusa paraensis",20
"Fusispermum rubrolignosum",20
"Gaiadendron punctatum",20
"Graffenrieda emarginata",20
"Guatteria guianensis",20
"Hirtella elongata",20
"Hymenolobium heterocarpum",20
"Hymenolobium sericeum",20
"Inga acuminata",20
"Inga chrysantha",20
"Inga longiflora",20
"Inga obidensis",20
"Inga pilosula",20
"Inga vera",20
"Lecythis holcogyne",20
"Licania laxiflora",20
"Licania sothersiae",20
"Martiodendron parviflorum",20
"Miconia aureoides",20
"Miconia dolichorrhyncha",20
"Myrcia splendens",20
"Myrcia subsessilis",20
"Naucleopsis imitans",20
"Nectandra yarinensis",20
"Ocotea subterminalis",20
"Onychopetalum amazonicum",20
"Onychopetalum periquino",20
"Ormosia grossa",20
"Pachira humilis",20
"Parkia panurensis",20
"Peltogyne campestris",20
"Peritassa huanucana",20
"Phyllostylon rhamnoides",20
"Pouteria gardneri",20
"Pouteria opposita",20
"Pouteria stipulifera",20
"Protium giganteum",20
"Pterocarpus santalinoides",20
"Rhodostemonodaphne peneia",20
"Rinorea falcata",20
"Salacia juruana",20
"Schizolobium parahyba",20
"Siparuna obstipa",20
"Sloanea brachytepala",20
"Socratea salazarii",20
"Swartzia oblanceolata",20
"Tachigali plumbea",20
"Tapirira retusa",20
"Tetrameranthus laomae",20
"Toulicia reticulata",20
"Tovomita guianensis",20
"Vantanea macrocarpa",20
"Vantanea micrantha",20
"Vismia latifolia",20
"Vismia lauriformis",20
"Vochysia citrifolia",20
"Vochysia guianensis",20
"Aiouea trinervis",21
"Annona montana",21
"Ficus schultesii",21
"Genipa americana",21
"Licania longistyla",21
"Miconia macrothyrsa",21
"Siparuna poeppigii",21
"Alibertia latifolia",22
"Clarisia ilicifolia",22
"Coccoloba excelsa",22
"Coussarea brevicaulis",22
"Dichapetalum odoratum",22
"Dictyocaryum lamarckianum",22
"Diospyros artanthifolia",22
"Endlicheria citriodora",22
"Leonia cymosa",22
"Licania laevigata",22
"Licania prismatocarpa",22
"Licaria armeniaca",22
"Lueheopsis duckeana",22
"Melochia spicata",22
"Mollinedia boliviensis",22
"Myrcia aliena",22
"Myrsine andina",22
"Naucleopsis concinna",22
"Piper augustum",22
"Protium klugii",22
"Quiina guianensis",22
"Rinorea flavescens",22
"Roucheria schomburgkii",22
"Sterculia colombiana",22
"Xylopia calophylla",22
"Caryodaphnopsis fosteri",23
"Guatteria schomburgkiana",23
"Mabea piriri",23
"Malmea dielsiana",23
"Margaritaria nobilis",23
"Micropholis brochidodroma",23
"Aiouea longipetiolata",24
"Aspidosperma nitidum",24
"Astrocaryum gynacanthum",24
"Bellucia grossularioides",24
"Buchenavia fanshawei",24
"Byrsonima poeppigiana",24
"Calyptranthes cuspidata",24
"Calyptranthes lanceolata",24
"Casearia arguta",24
"Cecropia polystachya",24
"Connarus punctatus",24
"Cordia scabrifolia",24
"Cordia tetrandra",24
"Cremastosperma leiophyllum",24
"Cupania polyodonta",24
"Faramea glandulosa",24
"Ficus guianensis",24
"Guarea juglandiformis",24
"Guazuma crinita",24
"Hymenolobium pulcherrimum",24
"Inga coruscans",24
"Inga densiflora",24
"Inga splendens",24
"Licania blackii",24
"Licaria brasiliensis",24
"Luehea grandiflora",24
"Marila tomentosa",24
"Marlierea umbraticola",24
"Mezilaurus synandra",24
"Miconia elata",24
"Neocouma ternstroemiacea",24
"Ocotea douradensis",24
"Ocotea floribunda",24
"Ophiocaryon klugii",24
"Ormosia amazonica",24
"Piptocoma discolor",24
"Pterygota amazonica",24
"Sorocea opima",24
"Stryphnodendron guianense",24
"Swartzia gracilis",24
"Swartzia leptopetala",24
"Swartzia simplex",24
"Vismia schultesii",24
"Ximenia americana",24
"Zygia macrophylla",24
"Duguetia quitarensis",25
"Nectandra turbacensis",25
"Pleurothyrium parviflorum",25
"Pouteria juruana",25
"Protium unifoliolatum",25
"Trichilia areolata",25
"Chrysophyllum sparsiflorum",26
"Clusia minor",26
"Coccoloba coronata",26
"Conchocarpus ucayalinus",26
"Couepia latifolia",26
"Dendropanax cuneatus",26
"Endlicheria dysodantha",26
"Eschweilera ovalifolia",26
"Eugenia heterochroma",26
"Helicostylis elegans",26
"Inga cordatoalata",26
"Mezilaurus duckei",26
"Miconia regelii",26
"Mouriri myrtilloides",26
"Nectandra brochidodroma",26
"Ormosia coarctata",26
"Rudgea loretensis",26
"Sapium laurifolium",26
"Tapura acreana",26
"Unonopsis spectabilis",26
"Coccoloba peruviana",27
"Coussapoa villosa",27
"Endlicheria klugii",27
"Strychnos panurensis",27
"Warszewiczia coccinea",27
"Allantoma lineata",28
"Andira surinamensis",28
"Annona hypoglauca",28
"Astrocaryum chambira",28
"Ateleia guaraya",28
"Clusia haughtii",28
"Dicorynia guianensis",28
"Faramea capillipes",28
"Ficus obtusifolia",28
"Heisteria spruceana",28
"Henriettea stellaris",28
"Inga alata",28
"Inga velutina",28
"Lacistema nena",28
"Lacmellea peruviana",28
"Laetia corymbulosa",28
"Leretia cordata",28
"Manihot esculenta",28
"Matayba elegans",28
"Miconia aulocalyx",28
"Miconia nervosa",28
"Nectandra reticulata",28
"Ocotea gracilis",28
"Parinari klugii",28
"Persea peruviana",28
"Poeppigia procera",28
"Preslianthus pittieri",28
"Ruptiliocarpon caracolito",28
"Salacia elliptica",28
"Sloanea durissima",28
"Sloanea rufa",28
"Swietenia macrophylla",28
"Triplaris cumingiana",28
"Vismia guianensis",28
"Vitex duckei",28
"Zanthoxylum sprucei",28
"Zygia longifolia",28
"Aniba muca",29
"Ceiba pentandra",29
"Ficus eximia",29
"Guarea ecuadoriensis",29
"Lecythis poiteaui",29
"Mouriri dimorphandra",29
"Myrcia paivae",29
"Ruprechtia tangarana",29
"Tabebuia aurea",29
"Allophylus incanus",30
"Alseis blackiana",30
"Anacardium occidentale",30
"Brosimum gaudichaudii",30
"Buchenavia ochroprumna",30
"Calyptranthes fasciculata",30
"Cheiloclinium hippocrateoides",30
"Compsoneura sprucei",30
"Eschweilera juruensis",30
"Eugenia diplocampta",30
"Eumachia boliviana",30
"Ficus citrifolia",30
"Inga sapindoides",30
"Iryanthera polyneura",30
"Jacaranda obtusifolia",30
"Lecythis gracieana",30
"Lecythis zabucajo",30
"Licania pallida",30
"Lissocarpa stenocarpa",30
"Maytenus guyanensis",30
"Micropholis splendens",30
"Mouriri angulicosta",30
"Myrcia magnoliifolia",30
"Myrcia rufipila",30
"Ocotea ceanothifolia",30
"Ocotea percurrens",30
"Ocotea rhodophylla",30
"Ouratea discophora",30
"Ouratea spectabilis",30
"Pachira aquatica",30
"Peridiscus lucidus",30
"Schoepfia lucida",30
"Simira tinctoria",30
"Strychnos cogens",30
"Talisia macrophylla",30
"Tontelea passiflora",30
"Unonopsis rufescens",30
"Virola loretensis",30
"Xylopia crinita",30
"Xylopia ligustrifolia",30
"Calycophyllum spruceanum",31
"Caraipa myrcioides",31
"Duguetia furfuracea",31
"Myrcia guianensis",31
"Virola caducifolia",31
"Alseis peruviana",32
"Anthodiscus klugii",32
"Buchenavia macrophylla",32
"Byrsonima duckeana",32
"Caraipa jaramilloi",32
"Cecropia obtusifolia",32
"Chimarrhis glabriflora",32
"Connarus fasciculatus",32
"Cynometra bauhiniifolia",32
"Erythrina ulei",32
"Geissospermum reticulatum",32
"Hieronyma oblonga",32
"Licania lata",32
"Macrolobium urupaense",32
"Micropholis maguirei",32
"Ouratea polygyna",32
"Parahancornia fasciculata",32
"Perebea angustifolia",32
"Phragmotheca mammosa",32
"Pourouma melinonii",32
"Pouteria nemorosa",32
"Ptychopetalum olacoides",32
"Schizocalyx obovatus",32
"Sloanea garckeana",32
"Sloanea latifolia",32
"Tachigali poeppigiana",32
"Terminalia tetraphylla",32
"Triplaris peruviana",32
"Vatairea fusca",32
"Allophylus glabratus",33
"Cecropia purpurascens",33
"Actinostemon concolor",34
"Anacardium humile",34
"Anacardium spruceanum",34
"Aniba canelilla",34
"Citronella incarum",34
"Crepidospermum prancei",34
"Eschweilera chartaceifolia",34
"Miconia impetiolaris",34
"Mouriri guianensis",34
"Ocotea myriantha",34
"Oxandra mediocris",34
"Sloanea picapica",34
"Sparattosperma leucanthum",34
"Agonandra brasiliensis",35
"Coussarea paniculata",35
"Dilodendron bipinnatum",35
"Guatteria citriodora",35
"Licaria guianensis",35
"Oenocarpus distichus",35
"Sterculia frondosa",35
"Abarema adenophora",36
"Allophylus scrobiculatus",36
"Andira multistipula",36
"Batocarpus orinocensis",36
"Bocageopsis mattogrossensis",36
"Couma macrocarpa",36
"Cybianthus peruvianus",36
"Dacryodes cupularis",36
"Dacryodes peruviana",36
"Ephedranthus guianensis",36
"Guarea carinata",36
"Heisteria barbata",36
"Inga porcata",36
"Inga spectabilis",36
"Machaerium floribundum",36
"Matayba scrobiculata",36
"Nectandra cuneatocordata",36
"Ocotea argyrophylla",36
"Pera bicolor",36
"Pleuranthodendron lindenii",36
"Casearia decandra",37
"Eugenia lambertiana",37
"Naucleopsis pseudonaga",37
"Pouteria laevigata",37
"Allophylus edulis",38
"Compsoneura capitellata",38
"Diospyros capreifolia",38
"Diospyros matheriana",38
"Erythroxylum citrifolium",38
"Gloeospermum sphaerocarpum",38
"Guapira opposita",38
"Matisia cordata",38
"Maytenus macrocarpa",38
"Maytenus retusa",38
"Miconia minutiflora",38
"Ryania speciosa",38
"Terminalia oxycarpa",38
"Unonopsis stipitata",38
"Virola mollissima",38
"Vismia japurensis",38
"Chimarrhis hookeri",39
"Guarea purusana",39
"Miconia dispar",39
"Parinari campestris",39
"Protium ferrugineum",39
"Trattinnickia peruviana",39
"Allophylus amazonicus",40
"Browneopsis cauliflora",40
"Carpotroche crispidentata",40
"Condaminea corymbosa",40
"Copaifera multijuga",40
"Couma guianensis",40
"Cupania scrobiculata",40
"Dicorynia paraensis",40
"Dimorphandra caudata",40
"Diplotropis rodriguesii",40
"Diplotropis triloba",40
"Dodecastigma amazonicum",40
"Duguetia manausensis",40
"Duroia macrophylla",40
"Endlicheria chalisea",40
"Enterolobium barnebianum",40
"Eschweilera amazoniciformis",40
"Eschweilera carinata",40
"Eschweilera parviflora",40
"Eschweilera tenuifolia",40
"Ferdinandusa loretensis",40
"Geissospermum urceolatum",40
"Heisteria laxiflora",40
"Hymenolobium modestum",40
"Inga bicoloriflora",40
"Inga oerstediana",40
"Inga suberosa",40
"Licania niloi",40
"Licania rodriguesii",40
"Mabea occidentalis",40
"Miconia fragilis",40
"Micrandra sprucei",40
"Neea obovata",40
"Ocotea delicata",40
"Ocotea schomburgkiana",40
"Oenocarpus minor",40
"Peltogyne subsessilis",40
"Pogonophora schomburgkiana",40
"Pouteria ambelaniifolia",40
"Pouteria flavilatex",40
"Pseudoxandra obscurinervis",40
"Quararibea amazonica",40
"Quiina paraensis",40
"Ruizterania trichanthera",40
"Sloanea spathulata",40
"Sterculia duckei",40
"Vitex gigantea",40
"Cedrela odorata",41
"Faramea sessilifolia",41
"Ficus pertusa",41
"Parinari occidentalis",41
"Protium ovatum",41
"Rhodostemonodaphne grandis",41
"Sterculia excelsa",41
"Vismia baccifera",41
"Aspidosperma album",42
"Cordia mexiana",42
"Ficus trigona",42
"Heliocarpus americanus",42
"Ixora peruviana",42
"Mouriri grandiflora",42
"Myracrodruon urundeuva",42
"Pouteria pubescens",42
"Pseudoxandra polyphleba",42
"Sterigmapetalum obovatum",42
"Theobroma glaucum",42
"Unonopsis veneficiorum",42
"Batocarpus amazonicus",43
"Parinari parilis",43
"Botryarrhena pendula",44
"Calyptranthes crebra",44
"Chrysophyllum amazonicum",44
"Diospyros guianensis",44
"Diospyros poeppigiana",44
"Faramea multiflora",44
"Inga poeppigiana",44
"Inga pruriens",44
"Inga stipulacea",44
"Jacaratia spinosa",44
"Lecointea amazonica",44
"Licaria rodriguesii",44
"Lueheopsis rosea",44
"Mouriri nigra",44
"Ophiocaryon heterophyllum",44
"Parahancornia peruviana",44
"Parinari excelsa",44
"Pouteria manaosensis",44
"Pterodon emarginatus",44
"Quararibea guianensis",44
"Trattinnickia glaziovii",44
"Aniba guianensis",45
"Chimarrhis turbinata",45
"Miconia calvescens",45
"Pourouma villosa",45
"Pseudobombax septenatum",45
"Schefflera morototoni",45
"Xylopia polyantha",45
"Alibertia curviflora",46
"Chrysophyllum manaosense",46
"Eriotheca macrophylla",46
"Eugenia punicifolia",46
"Hieronyma moritziana",46
"Huberodendron swietenioides",46
"Inga macrophylla",46
"Laxoplumeria tessmannii",46
"Leptobalanus gardneri",46
"Miconia trinervia",46
"Mollinedia ovata",46
"Neoraputia paraensis",46
"Parkia velutina",46
"Perebea tessmannii",46
"Psychotria viridis",46
"Ruagea glabra",46
"Tetrathylacium macrophyllum",46
"Vantanea parviflora",46
"Vismia macrophylla",46
"Aspidosperma desmanthum",47
"Byrsonima arthropoda",47
"Cariniana estrellensis",47
"Dacryodes cuspidata",47
"Drypetes variabilis",47
"Licaria chrysophylla",47
"Maclura tinctoria",47
"Protium polybotryum",47
"Randia armata",47
"Agonandra silvatica",48
"Alibertia bertierifolia",48
"Aptandra tubicina",48
"Attalea spectabilis",48
"Byrsonima crispa",48
"Caraipa heterocarpa",48
"Chaunochiton kappleri",48
"Duguetia odorata",48
"Dulacia candida",48
"Guarea glabra",48
"Gustavia augusta",48
"Humiriastrum excelsum",48
"Inga setosa",48
"Lacunaria macrostachya",48
"Lecythis pisonis",48
"Miconia albicans",48
"Myrsine umbellata",48
"Pouteria minima",48
"Couepia bracteosa",49
"Eugenia uniflora",49
"Faramea occidentalis",49
"Matisia bicolor",49
"Neea ovalifolia",49
"Ocotea longifolia",49
"Virola crebrinervia",49
"Attalea insignis",50
"Chimarrhis duckeana",50
"Couepia paraensis",50
"Cupania cinerea",50
"Eschweilera ovata",50
"Ficus insipida",50
"Hebepetalum humiriifolium",50
"Hura crepitans",50
"Licania cariae",50
"Licania harlingii",50
"Miconia affinis",50
"Mouriri collocarpa",50
"Pouteria petiolata",50
"Spondias venosa",50
"Trattinnickia burserifolia",50
"Vitex triflora",50
"Licaria triandra",51
"Tabebuia roseoalba",51
"Cecropia engleriana",52
"Chamaecrista adiantifolia",52
"Duguetia surinamensis",52
"Endlicheria sericea",52
"Ficus paraensis",52
"Guatteria megalophylla",52
"Lacunaria crenata",52
"Matayba purgans",52
"Micropholis trunciflora",52
"Morisonia oblongifolia",52
"Mouriri duckeanoides",52
"Parachimarrhis breviloba",52
"Perebea xanthochyma",52
"Sacoglottis amazonica",52
"Chrysophyllum gonocarpum",53
"Pera benensis",53
"Pouteria fimbriata",53
"Alsophila cuspidata",54
"Cecropia ficifolia",54
"Croton tessmannii",54
"Licania caudata",54
"Matisia bracteolosa",54
"Ocotea cujumary",54
"Pera glabrata",54
"Perebea mollis",54
"Pouteria oblanceolata",54
"Prunus detrita",54
"Simira rubescens",54
"Trattinnickia rhoifolia",54
"Urera caracasana",54
"Apeiba tibourbou",55
"Piptadenia gonoacantha",55
"Posoqueria latifolia",55
"Stylogyne cauliflora",55
"Urera baccifera",55
"Buchenavia parvifolia",56
"Hydrochorea corymbosa",56
"Inga vismiifolia",56
"Iryanthera paradoxa",56
"Licaria oppositifolia",56
"Micropholis cylindrocarpa",56
"Nectandra viburnoides",56
"Ocotea oblonga",56
"Pachira brevipes",56
"Pagamea coriacea",56
"Stryphnodendron polystachyum",56
"Zygia coccinea",56
"Aspidosperma schultesii",57
"Rhodostemonodaphne kunthiana",57
"Abuta grandifolia",58
"Buchenavia oxycarpa",58
"Buchenavia tomentosa",58
"Casearia pitumba",58
"Discophora guianensis",58
"Ocotea camphoromoea",58
"Pera tomentosa",58
"Pleurothyrium vasquezii",58
"Sterculia apeibophylla",58
"Swartzia corrugata",58
"Talisia mollis",58
"Triplaris setosa",58
"Amphirrhox longifolia",59
"Chrysophyllum argenteum",59
"Astrocaryum ulei",60
"Couratari multiflora",60
"Erisma bicolor",60
"Eschweilera rankiniae",60
"Eugenia citrifolia",60
"Heisteria densifrons",60
"Inga huberi",60
"Inga klugii",60
"Licania coriacea",60
"Machaerium robiniifolium",60
"Ocotea matogrossensis",60
"Pagamea guianensis",60
"Peltogyne catingae",60
"Swartzia cardiosperma",60
"Toulicia guianensis",60
"Toulicia pulvinata",60
"Coccoloba padiformis",62
"Eugenia patrisii",62
"Mucoa duckei",62
"Neea floribunda",62
"Tapura guianensis",62
"Apeiba echinata",63
"Erythroxylum macrophyllum",63
"Ficus killipii",63
"Matayba arborescens",63
"Mouriri vernicosa",63
"Pouteria virescens",63
"Bowdichia virgilioides",64
"Capparidastrum osmanthum",64
"Cordia toqueve",64
"Crudia oblonga",64
"Dacryodes nitens",64
"Diploon cuspidatum",64
"Guatteria elata",64
"Gustavia elliptica",64
"Huertea glandulosa",64
"Inga umbratica",64
"Ormosia paraensis",64
"Palicourea grandiflora",64
"Pouteria platyphylla",64
"Protium divaricatum",64
"Scleronema praecox",64
"Trattinnickia aspera",64
"Bactris gasipaes",65
"Duguetia megalocarpa",65
"Bauhinia brachycalyx",66
"Cabralea canjerana",66
"Mollia lepidota",66
"Piper hispidum",66
"Psychotria carthagenensis",66
"Psychotria marginata",66
"Siparuna bifida",66
"Touroulia guianensis",66
"Calyptranthes densiflora",67
"Oxandra espintana",67
"Coussapoa trinervia",68
"Dimorphandra parviflora",68
"Guarea scabra",68
"Hippotis albiflora",68
"Meriania urceolata",68
"Pera anisotricha",68
"Samanea tubulosa",68
"Astronium graveolens",69
"Guarea humaitensis",69
"Hirtella rodriguesii",69
"Chrysophyllum bombycinum",70
"Eschweilera apiculata",70
"Lepidocaryum tenue",70
"Pouteria freitasii",70
"Protium grandifolium",70
"Swartzia schomburgkii",70
"Myrciaria floribunda",71
"Nectandra cuspidata",71
"Pourouma ovata",71
"Aniba williamsii",72
"Crudia glaberrima",72
"Iryanthera lancifolia",72
"Pouteria vernicosa",72
"Stryphnodendron pulcherrimum",72
"Tachigali venusta",72
"Alibertia edulis",73
"Neea oppositifolia",73
"Siparuna glycycarpa",73
"Casearia fasciculata",74
"Chlorocardium venenosum",74
"Cordia iguaguana",74
"Hirtella bullata",74
"Naucleopsis ternstroemiiflora",74
"Micropholis williamii",75
"Trichilia solitudinis",75
"Astronium lecointei",76
"Capparidastrum petiolare",76
"Heisteria nitida",76
"Hymenaea oblongifolia",76
"Iryanthera elliptica",76
"Malouetia tamaquarina",76
"Pourouma mollis",76
"Pouteria jariensis",76
"Pouteria krukovii",76
"Sterculia apetala",76
"Trichilia micrantha",76
"Eriotheca globosa",77
"Piper arboreum",77
"Cedrela fissilis",78
"Inga rubiginosa",78
"Matisia ochrocalyx",78
"Ocotea costulata",78
"Ocotea tessmannii",78
"Sloanea sinemariensis",78
"Virola peruviana",78
"Alchornea triplinervia",79
"Miconia tomentosa",79
"Protium pilosum",79
"Vitex cymosa",79
"Andira unifoliolata",80
"Balizia pedicellaris",80
"Buchenavia grandis",80
"Byrsonima crassifolia",80
"Carapa guianensis",80
"Cariniana domestica",80
"Casearia prunifolia",80
"Chrysophyllum pomiferum",80
"Diclinanona tessmannii",80
"Dipteryx punctata",80
"Erythrina poeppigiana",80
"Glycydendron amazonicum",80
"Hieronyma alchorneoides",80
"Inga panurensis",80
"Manilkara inundata",80
"Miconia bubalina",80
"Micropholis casiquiarensis",80
"Parkia igneiflora",80
"Pterocarpus officinalis",80
"Quiina negrensis",80
"Swartzia panacoco",80
"Tabernaemontana sananho",80
"Tetrastylidium peruvianum",80
"Tovomita umbellata",80
"Vatairea paraensis",80
"Vataireopsis speciosa",80
"Vouacapoua pallidior",80
"Nectandra longifolia",81
"Aspidosperma polyneuron",82
"Ferdinandusa elliptica",82
"Gustavia longifolia",82
"Ocotea cinerea",82
"Parkia decussata",82
"Piper longifolium",82
"Protium pallidum",82
"Stryphnodendron paniculatum",82
"Ilex inundata",83
"Licania bracteata",83
"Sextonia rubra",83
"Dipteryx alata",84
"Lecointea peruviana",84
"Macrolobium suaveolens",84
"Maprounea guianensis",84
"Maytenus floribunda",84
"Neea boliviana",84
"Ormosia bopiensis",84
"Parkia pendula",84
"Qualea cordata",84
"Swartzia laevicarpa",84
"Virola flexuosa",84
"Aiouea grandifolia",85
"Mezilaurus lindaviana",85
"Tabernaemontana cymosa",85
"Bixa arborea",86
"Carpotroche longifolia",86
"Endlicheria paniculata",86
"Iryanthera crassifolia",86
"Licania unguiculata",86
"Licaria aurea",86
"Nectandra acutifolia",86
"Rinorea apiculata",86
"Theobroma obovatum",86
"Vochysia ferruginea",86
"Brosimum parinarioides",87
"Coccoloba mollis",87
"Licania oblongifolia",87
"Bertholletia excelsa",88
"Cecropia palmata",88
"Hirtella lightioides",88
"Hymenaea parvifolia",88
"Inga brachyrhachis",88
"Platymiscium pinnatum",88
"Pourouma cucura",88
"Pouteria plicata",88
"Protium crassipetalum",88
"Ambelania acida",89
"Trophis caucana",89
"Batocarpus costaricensis",90
"Byrsonima stipulina",90
"Iryanthera macrophylla",90
"Jacaranda macrocarpa",90
"Mabea angularis",90
"Protium glabrescens",90
"Rhamnidium elaeocarpum",90
"Sloanea terniflora",90
"Swartzia jorori",90
"Mayna parvifolia",91
"Miconia multiflora",91
"Ocotea cernua",91
"Casearia ulmifolia",92
"Eperua purpurea",92
"Inga neblinensis",92
"Inga pezizifera",92
"Micrandra siphonioides",92
"Virola duckei",92
"Mouriri peruviana",94
"Neea verticillata",94
"Coccoloba densifrons",95
"Croton matourensis",95
"Macrocnemum roseum",95
"Aspidosperma marcgravianum",96
"Bauhinia longicuspis",96
"Conceveiba martiana",96
"Couepia williamsii",96
"Ferdinandusa chlorantha",96
"Iryanthera tricornis",96
"Protium amazonicum",96
"Pouteria ramiflora",97
"Calycophyllum megistocaulum",98
"Guarea silvatica",98
"Matisia malacocalyx",98
"Miconia myriantha",98
"Naucleopsis ulei",98
"Pouteria franciscana",98
"Prestoea acuminata",98
"Simaba polyphylla",98
"Andira micrantha",100
"Andira parviflora",100
"Callisthene fasciculata",100
"Inga leiocalycina",100
"Lacmellea aculeata",100
"Manilkara cavalcantei",100
"Oxandra riedeliana",100
"Pterocarpus amazonum",100
"Sloanea floribunda",100
"Virola venosa",100
"Calophyllum brasiliense",102
"Chrysophyllum prieurii",102
"Parkia multijuga",102
"Sterculia pruriens",102
